"","Longitude","Latitude","Date","Survey_Type"
"35709","W77.04773","N38.94966","02/13/18",NA
"23523","W77.02622","N38.95281","04/15/15",""
"8330","W77.039","N38.91863","06/29/14","transect"
"183523","W77.05926","N38.91183","04/04/20","Other"
"201800","W77.01796","N38.90723","03/28/18",NA
"190971","W77.00658","N38.91002","11/13/16",NA
"205778","W77.06284","N38.90614","12/17/10","N/A"
"80777","W77.0418","N38.93814","02/22/10","otehr"
"42372","W77.00315","N38.95778","11/19/17",""
"118218","W77.04258","N38.92857","06/28/18","random"
"203492","W77.04975","N38.90674","10/17/78","first_transect"
"55190","W77.0404","N38.94469","11/28/13","nontransect"
"84285","W77.01219","N38.9373","08/21/12","other"
"21765","W77.00471","N38.95329","11/26/10","otehr"
"15785","W77.05022","N38.95475","11/30/11","other"
"125473","W77.01999","N38.92675","06/05/18","N/A"
"7593","W77.02809","N38.95863","09/28/19",NA
"25614","W77.0697","N38.9522","12/25/15","random"
"200714","W77.03947","N38.90747","06/08/95","Transect2"
"62264","W77.04601","N38.94287","10/23/17","random"
"84857","W77.07079","N38.93705","05/31/15","other"
"40354","W77.06253","N38.94845","03/20/15","nontransect"
"13942","W77.04196","N38.95523","04/06/10","Other"
"199346","W77.03105","N38.90783","03/11/14","random"
"200647","W77.04991","N38.90747","02/01/82","transect"
"176181","W77.02154","N38.91377","02/06/18","opportunistic"
"58507","W77.04056","N38.94384","04/29/10","other"
"44266","W77.04383","N38.94748","08/01/16",NA
"165458","W77.06752","N38.91644","02/21/19","Other"
"121873","W77.06393","N38.9276","01/27/92","transect"
"214868","W77.04975","N38.90383","12/23/11","otehr"
"73653","W77.04399","N38.93996","01/14/10","nontransect"
"121615","W77.03027","N38.92772","07/21/13","N/A"
"40139","W77.02217","N38.94857","01/17/03","transect"
"165867","W77.00378","N38.91644","04/21/14","otehr"
"88581","W77.00752","N38.9362","02/18/20","random"
"6439","W77.02669","N38.92748","01/21/10","transect"
"167920","W77.05318","N38.91584","03/19/19",""
"205797","W77.05988","N38.90614","12/30/06","transect"
"196261","W77.06861","N38.90856","06/01/10","nontransect"
"171964","W77.01391","N38.91487","01/19/08","transect"
"126240","W77.04819","N38.92651","08/04/81","transect"
"137193","W77.04025","N38.92372","12/26/17",""
"54027","W77.00004","N38.94505","01/12/13","Other"
"160049","W77.02404","N38.9179","12/23/10","otehr"
"9594","W77.05801","N38.91365","02/07/15","transect"
"190091","W77.06986","N38.91014","05/11/12","otehr"
"106996","W77.01858","N38.93148","04/09/15","opportunistic"
"120399","W77.07204","N38.92796","02/04/18",""
"45160","W77.05225","N38.94723","03/08/16","other"
"205696","W77.00175","N38.90626","01/02/17","random"
"101176","W77.03915","N38.93293","04/23/19","N/A"
"16793","W77.04087","N38.95451","01/15/14",NA
"148014","W77.05287","N38.92093","12/31/04","transect"
"29261","W77.01843","N38.95136","11/22/17",""
"60689","W77.06986","N38.94324","06/04/13","N/A"
"199221","W77.05053","N38.90783","05/14/13","opportunistic"
"2005","W77.02684","N38.94748","12/05/17","transect"
"771","W77.02419","N38.95172","08/03/17","transect"
"113994","W77.03604","N38.92966","01/23/10","random"
"135612","W77.06502","N38.92408","12/04/14",NA
"193391","W76.99879","N38.90941","08/07/14","Other"
"24594","W77.00705","N38.95257","06/22/17",""
"101172","W77.03978","N38.93293","06/07/04","transect"
"209940","W77.00518","N38.90516","09/04/19","opportunistic"
"176381","W77.06425","N38.91365","07/27/12","nontransect"
"162189","W77.05988","N38.91729","06/10/12","N/A"
"153322","W77.03822","N38.9196","12/09/13","nontransect"
"60701","W77.06799","N38.94324","08/10/19","otehr"
"546","W77.06128","N38.95863","05/11/88","transect "
"41717","W77.07173","N38.94808","06/30/11","other"
"83349","W77.01032","N38.93754","10/11/15","random"
"210518","W77.06284","N38.90492","06/13/96","transect"
"183084","W77.0538","N38.91196","07/12/17","nontransect"
"51989","W77.02217","N38.94554","09/24/15","other"
"111251","W77.0203","N38.93039","11/03/92","transect "
"204018","W77.04165","N38.90662","03/10/12","N/A"
"204147","W77.02154","N38.90662","09/04/97","transect"
"159124","W77.02045","N38.91814","10/01/89","transect"
"87913","W77.03775","N38.93633","11/25/86","transect"
"196588","W77.01765","N38.90856","06/03/11","N/A"
"71331","W77.06892","N38.95693","09/22/92","transect3"
"41026","W77.03167","N38.94833","04/07/19","nontransect"
"179027","W77.02123","N38.91305","03/07/15","otehr"
"207676","W77.06253","N38.90565","12/27/12",""
"182791","W77.0256","N38.91208","11/20/19","Other"
"211816","W77.0083","N38.90468","09/27/13","other"
"7141","W77.04663","N38.92432","07/02/12","transect"
"45800","W77.02638","N38.94711","08/04/15","random"
"73071","W77.0418","N38.95693","09/20/91","Transect4"
"162341","W77.03619","N38.91729","04/10/14",""
"15457","W77.02747","N38.95487","07/02/11","N/A"
"182932","W77.00362","N38.91208","05/13/18","random"
"8328","W77.03043","N38.95669","06/13/10",""
"38933","W77.06238","N38.94881","10/17/17",""
"56374","W77.00362","N38.94445","09/30/11",""
"177213","W77.00845","N38.91353","09/24/11","Other"
"148696","W77.02045","N38.92081","03/18/16","Other"
"148738","W77.01391","N38.92081","05/01/19",""
"4153","W77.01625","N38.95778","03/24/93","transect4"
"144038","W77.00767","N38.92202","02/13/18",NA
"35933","W77.01282","N38.94966","04/15/15",""
"192331","W77.01625","N38.90965","04/05/15",NA
"82238","W77.03573","N38.93778","03/17/97","transect"
"105829","W77.05271","N38.93172","03/28/18",NA
"39758","W77.00767","N38.94869","11/13/16",NA
"8999","W76.99973","N38.95657","11/08/00","transect "
"136650","W77.051","N38.92384","02/22/10","otehr"
"123077","W77.02404","N38.92735","11/19/17",""
"164063","W77.06331","N38.91681","03/09/01","thirdtransect"
"40003","W77.04336","N38.94857","03/07/10","otehr"
"82908","W77.00518","N38.93766","11/28/13","nontransect"
"73252","W77.03261","N38.94008","08/21/12","other"
"177449","W77.04554","N38.91341","11/26/10","otehr"
"180266","W77.04975","N38.91268","05/14/05","transect"
"81075","W77.06923","N38.93802","06/05/18","N/A"
"197629","W77.00315","N38.90832","09/28/19",NA
"55493","W77.06705","N38.94457","12/25/15","random"
"101205","W77.03464","N38.93293","11/01/18","random"
"113731","W77.00315","N38.92978","10/23/17","random"
"120159","W77.03557","N38.92808","05/31/15","other"
"115937","W77.02871","N38.92917","03/20/15","nontransect"
"84770","W77.01048","N38.93717","04/06/10","Other"
"216907","W77.02747","N38.90335","03/11/14","random"
"210879","W77.00658","N38.90492","11/23/10","Other"
"193447","W77.06393","N38.90929","02/06/18","opportunistic"
"142048","W77.02232","N38.92251","04/29/10","other"
"153581","W77.07173","N38.91947","03/06/90","transect"
"144486","W77.01173","N38.9219","02/21/19","Other"
"6220","W77.06347","N38.95717","10/18/14","nontransect"
"11280","W77.02622","N38.90529","04/27/16","transect"
"8009","W77.00627","N38.95681","01/14/10","nontransect"
"212281","W77.0097","N38.90456","07/21/13","N/A"
"146221","W77.03682","N38.92141","05/16/18","Other"
"152413","W77.03214","N38.91984","04/21/14","otehr"
"150950","W77.03853","N38.9202","02/18/20","random"
"103682","W77.01796","N38.93233","04/22/85","second_transect"
"164995","W77.0658","N38.91656","03/19/19",""
"109107","W77.05895","N38.93087","02/20/11","opportunistic"
"150979","W77.03401","N38.9202","01/10/94","transect"
"83233","W77.0284","N38.93754","10/17/12","N/A"
"26834","W77.02731","N38.95196","09/20/00","transect"
"47687","W77.02778","N38.94663","12/26/17",""
"200678","W77.04508","N38.90747","01/12/13","Other"
"215472","W77.02949","N38.90371","12/23/10","otehr"
"56573","W77.04648","N38.94433","10/02/14",""
"5742","W77.00877","N38.93051","01/26/15","transect"
"611","W77.00284","N38.95233","03/11/11","transect"
"149118","W77.02856","N38.92069","02/04/18",""
"208290","W77.04071","N38.90553","03/08/16","other"
"107649","W77.06456","N38.93123","01/02/17","random"
"194874","W77.06315","N38.90892","04/23/19","N/A"
"72333","W77.02809","N38.94033","01/15/14",NA
"139025","W77.05022","N38.92323","07/09/19","other"
"95172","W77.01453","N38.93451","01/13/09","transect"
"165692","W77.03105","N38.91644","06/02/93","transect"
"3192","W77.0256","N38.9413","10/12/19","transect"
"147600","W77.04352","N38.92105","04/06/20","N/A"
"13849","W77.05645","N38.95523","04/27/20","other"
"159746","W77.07126","N38.9179","05/07/02","Transect"
"197053","W77.01905","N38.90844","07/07/82","first_transect"
"68278","W77.06908","N38.9413","05/23/94","transect"
"100452","W77.00425","N38.93317","06/22/17",""
"77729","W76.99973","N38.93899","02/09/17",""
"24625","W77.00222","N38.95257","09/04/19","opportunistic"
"108503","W77.00534","N38.93111","07/27/12","nontransect"
"124341","W77.04866","N38.92699","05/21/98","transect4"
"211743","W77.01967","N38.90468","12/09/13","nontransect"
"214159","W77.01251","N38.90407","08/10/19","otehr"
"75179","W77.02778","N38.9396","08/15/12",""
"49995","W77.03744","N38.94602","06/30/11","other"
"128654","W77.04134","N38.9259","10/11/15","random"
"213595","W77.02653","N38.90419","02/03/17","random"
"6034","W77.01858","N38.95729","07/12/17","nontransect"
"119770","W77.02232","N38.9282","07/12/88","transect"
"190227","W77.04866","N38.91014","08/19/13",""
"117391","W77.02373","N38.92881","03/10/12","N/A"
"125149","W77.07048","N38.92675","12/16/12","Other"
"59707","W77.00128","N38.9436","10/16/85","Transect5"
"193904","W77.06658","N38.90917","06/29/11",NA
"46670","W77.03853","N38.94687","06/03/11","N/A"
"74750","W77.02076","N38.93972","01/26/11",""
"125915","W77.02497","N38.92663","04/07/19","nontransect"
"47913","W77.06643","N38.94651","08/04/94","transect"
"50861","W77.05022","N38.94578","12/27/12",""
"111294","W77.0136","N38.93039","11/20/19","Other"
"40860","W77.05754","N38.94833","09/27/13","other"
"175995","W77.05053","N38.91377","01/22/20","N/A"
"53232","W77.05006","N38.94517","08/04/15","random"
"62968","W77.01017","N38.94275","10/05/00","Transect1"
"113839","W77.06019","N38.92966","08/01/79","TRANSECT"
"32238","W77.07157","N38.95051","07/02/11","N/A"
"113443","W77.04804","N38.92978","05/13/18","random"
"205831","W77.05458","N38.90614","06/13/10",""
"81861","W77.05256","N38.95669","10/17/17",""
"5337","W77.04289","N38.93208","10/24/19","transect"
"108539","W76.99973","N38.93111","08/13/93","transect"
"68606","W77.01796","N38.9413","03/18/16","Other"
"134698","W77.05973","N38.92432","05/01/19",""
"154603","W77.06019","N38.91923","05/06/16","random"
"111839","W77.00253","N38.93026","02/13/18",NA
"157300","W77.00923","N38.91863","05/30/87","transect "
"34809","W77.04025","N38.9499","04/05/15",NA
"6802","W77.04554","N38.92578","03/18/10","transect"
"84942","W77.05754","N38.93705","03/28/18",NA
"113349","W77.06269","N38.92978","11/13/16",NA
"80598","W77.0697","N38.93814","12/17/10","N/A"
"76901","W77.05599","N38.95681","02/22/10","otehr"
"32403","W77.04586","N38.95051","11/19/17",""
"103889","W77.05957","N38.9322","06/28/18","random"
"13651","W77.01344","N38.95536","03/07/10","otehr"
"164701","W77.03775","N38.91669","11/28/13","nontransect"
"101377","W77.00783","N38.93293","08/21/12","other"
"208170","W77.05941","N38.90553","11/26/10","otehr"
"198268","W77.05131","N38.90808","11/30/11","other"
"204591","W77.02622","N38.9065","06/05/18","N/A"
"4770","W77.03339","N38.9339","04/19/14","transect"
"162207","W77.05708","N38.91729","12/25/15","random"
"36830","W77.02076","N38.94942","03/27/05","transect_2"
"3669","W77.02373","N38.93863","08/24/10","transect"
"22271","W77.02092","N38.95826","05/31/15","other"
"150517","W77.03214","N38.92032","03/20/15","nontransect"
"39381","W77.06643","N38.94869","04/06/10","Other"
"78033","W77.02622","N38.93887","03/11/14","random"
"130873","W77.06487","N38.92529","11/23/10","Other"
"138695","W77.02778","N38.92335","02/06/18","opportunistic"
"97987","W77.01905","N38.93378","04/29/10","other"
"161118","W77.00518","N38.91766","08/01/16",NA
"86414","W77.04975","N38.93669","02/21/19","Other"
"49613","W77.0231","N38.94614","10/18/14","nontransect"
"92506","W77.06066","N38.93511","12/23/11","otehr"
"156016","W77.0616","N38.91887","02/20/85","transect"
"206068","W77.01765","N38.90614","04/28/07","Transect1"
"193069","W77.04897","N38.90941","05/16/18","Other"
"159561","W77.02622","N38.91802","04/21/14","otehr"
"4297","W77.0217","N38.9362","12/09/11","transect"
"185074","W77.03915","N38.91147","08/03/14",""
"181771","W77.03682","N38.91232","03/19/19",""
"132771","W77.06456","N38.92481","02/20/11","opportunistic"
"62263","W77.04617","N38.94287","11/23/91","transect"
"7228","W77.03276","N38.92396","03/10/17","transect"
"68650","W77.0111","N38.9413","02/03/18","opportunistic"
"7189","W77.06019","N38.95693","12/26/17",""
"104353","W77.06113","N38.93208","01/12/13","Other"
"79983","W77.0178","N38.93839","12/23/10","otehr"
"100581","W77.0563","N38.9562","10/02/14",""
"141933","W77.04025","N38.92251","05/11/12","otehr"
"126688","W77.05225","N38.92638","04/09/15","opportunistic"
"117884","W77.02076","N38.92869","02/04/18",""
"64301","W77.02404","N38.94239","09/22/97","Transect3"
"156034","W77.05879","N38.91887","01/02/17","random"
"82661","W77.04009","N38.95669","04/23/19","N/A"
"148982","W77.04975","N38.92069","01/15/14",NA
"9006","W77.03822","N38.91572","06/01/19","transects"
"115633","W77.00222","N38.92929","11/22/17",""
"120131","W77.03993","N38.92808","06/04/13","N/A"
"140835","W77.06362","N38.92275","01/03/08","transect"
"71704","W77.05225","N38.94045","04/06/20","N/A"
"4026","W77.03604","N38.95778","04/27/20","other"
"100871","W77.05178","N38.9562","09/26/78","transect"
"26525","W77.0016","N38.95208","12/04/14",NA
"168233","W77.0044","N38.91584","08/07/14","Other"
"144473","W77.01375","N38.9219","06/22/17",""
"215690","W77.06939","N38.90359","02/09/17",""
"88171","W77.07141","N38.9362","09/04/19","opportunistic"
"178072","W77.02232","N38.91329","07/27/12","nontransect"
"185824","W77.07001","N38.91123","11/22/05","transect"
"44091","W77.05022","N38.95766","12/09/13","nontransect"
"157206","W77.02388","N38.91863","08/10/79","Transect5"
"175443","W77.06269","N38.9139","08/15/12",""
"57856","W77.06814","N38.94396","06/30/11","other"
"12931","W77.05178","N38.95548","10/11/15","random"
"143089","W77.00783","N38.92226","06/05/06","transect"
"197849","W77.04274","N38.9082","07/12/17","nontransect"
"9810","W77.02108","N38.95632","09/24/15","other"
"7008","W77.01656","N38.92493","03/03/10","transect"
"78818","W77.05162","N38.93863","01/30/78","transect"
"13149","W77.0178","N38.95548","12/16/12","Other"
"122344","W77.0644","N38.92748","09/12/15","Other"
"139332","W77.00238","N38.92323","06/29/11",NA
"112007","W77.05022","N38.93014","05/29/79","transect"
"37539","W77.05801","N38.94917","01/26/11",""
"90479","W77.00721","N38.93572","04/07/19","nontransect"
"25992","W77.01079","N38.9522","03/07/15","otehr"
"179619","W77.00284","N38.91293","12/27/12",""
"163716","W77.04352","N38.91693","11/20/19","Other"
"175799","W77.00721","N38.9139","09/27/13","other"
"65975","W77.05863","N38.9419","01/22/20","N/A"
"19963","W77.06393","N38.95366","08/04/15","random"
"23171","W77.00689","N38.95826","06/11/19",NA
"188360","W77.04414","N38.91062","04/10/14",""
"209437","W77.0097","N38.90529","07/02/11","N/A"
"27417","W77.01032","N38.95184","05/13/18","random"
"10234","W77.03697","N38.91038","05/08/12","transect"
"193331","W77.00814","N38.90941","10/17/17",""
"22528","W77.03354","N38.95305","09/30/11",""
"191322","W77.02575","N38.90989","09/24/11","Other"
"197126","W77.00767","N38.90844","05/20/04","transect"
"79834","W77.04102","N38.93839","04/06/91","Transect5"
"78287","W77.06051","N38.93875","01/28/79","second_transect"
"68903","W77.04554","N38.94117","02/13/18",NA
"78043","W77.02466","N38.93887","04/15/15",""
"205848","W77.05193","N38.90614","11/12/95","Transect3"
"7761","W77.02544","N38.95863","03/12/80","transect1"
"80997","W77.00752","N38.93814","03/28/18",NA
"10306","W77.06315","N38.90989","06/25/10","Transect2"
"15799","W77.04804","N38.95475","12/17/10","N/A"
"12351","W77.0683","N38.9556","02/22/10","otehr"
"210711","W77.03276","N38.90492","01/10/03","transect"
"65762","W77.01796","N38.94202","06/28/18","random"
"113311","W77.06861","N38.92978","03/07/10","otehr"
"184694","W77.02451","N38.91159","11/28/13","nontransect"
"128913","W77.00097","N38.9259","02/15/93","transect"
"58590","W77.02762","N38.94384","11/26/10","otehr"
"17990","W77.00206","N38.95426","10/09/78","transect"
"4826","W77.03448","N38.93366","08/08/12","transect"
"89036","W77.01048","N38.93608","09/28/19",NA
"5040","W77.03682","N38.93293","07/11/14","transect"
"6324","W77.04726","N38.95717","11/01/18","random"
"149073","W77.03557","N38.92069","10/23/17","random"
"158718","W77.00986","N38.91826","05/31/15","other"
"108519","W77.00284","N38.93111","09/10/06","transect"
"21421","W77.05832","N38.95329","04/06/10","Other"
"36238","W77.03915","N38.94954","03/11/14","random"
"200130","W77.05661","N38.90759","11/23/10","Other"
"102921","W77.06269","N38.93245","02/06/18","opportunistic"
"1101","W77.02435","N38.95063","04/23/14","transect"
"168444","W77.04539","N38.91572","05/21/86","transect_2"
"107314","W77.04289","N38.93136","07/25/96","TRANSECT"
"76109","W77.03058","N38.93936","10/18/14","nontransect"
"139700","W77.01889","N38.92311","12/23/11","otehr"
"213196","W77.01484","N38.90432","01/11/05","transect4"
"83215","W77.03121","N38.93754","07/21/13","N/A"
"94003","W77.04897","N38.93475","08/26/02","first_transect"
"89021","W77.01484","N38.95657","04/21/14","otehr"
"84936","W77.05848","N38.93705","02/18/20","random"
"102836","W77.00206","N38.93257","12/11/00","transect"
"94184","W77.02076","N38.93475","03/19/19",""
"4505","W77.00908","N38.93548","11/21/10","transect"
"104105","W77.02591","N38.9322","06/01/10","nontransect"
"200399","W77.01469","N38.90759","04/21/86","transect"
"30014","W77.04882","N38.95111","02/03/18","opportunistic"
"1127","W77.04461","N38.95851","12/26/17",""
"115304","W77.05349","N38.92929","01/12/13","Other"
"14783","W77.05863","N38.95499","12/23/10","otehr"
"106852","W77.04102","N38.93148","10/02/14",""
"124518","W77.02108","N38.92699","01/13/84","thirdtransect"
"86593","W77.02186","N38.93669","04/09/15","opportunistic"
"102698","W77.02357","N38.93257","02/04/18",""
"179972","W77.0217","N38.9128","03/08/16","other"
"205","W77.02497","N38.95548","01/15/15","transect"
"127687","W77.0443","N38.92614","04/23/19","N/A"
"95054","W77.03292","N38.93451","01/14/79","transect"
"54806","W77.02638","N38.94481","07/09/19","other"
"3457","W77.03869","N38.93984","04/22/11","transect"
"181544","W77.07219","N38.91232","06/04/13","N/A"
"202501","W77.05645","N38.90698","05/14/13","opportunistic"
"195381","W77.05801","N38.9088","04/06/20","N/A"
"72137","W77.05863","N38.94033","04/27/20","other"
"14439","W77.03838","N38.95511","01/23/10","random"
"200201","W77.04554","N38.90759","12/04/14",NA
"155879","W77.00908","N38.91899","08/07/14","Other"
"93018","W77.05474","N38.93499","09/08/82","transect"
"7206","W77.02669","N38.92408","09/11/19","transect"
"94741","W77.00783","N38.93463","09/04/19","opportunistic"
"54328","W77.027","N38.94493","07/05/02","transect"
"99124","W77.06347","N38.93342","06/10/12","N/A"
"130082","W77.0404","N38.92554","02/02/97","Transect"
"149688","W77.0136","N38.92057","08/10/19","otehr"
"106349","W77.04554","N38.9316","08/15/12",""
"164525","W77.06518","N38.91669","06/30/11","other"
"11575","W77.0231","N38.90419","05/16/13","transect"
"60646","W77.00269","N38.94336","12/21/85","Transect2"
"39797","W77.0016","N38.94869","07/12/17","nontransect"
"137788","W77.02139","N38.9236","09/24/15","other"
"100986","W77.06876","N38.93293","08/19/13",""
"9497","W77.03089","N38.91414","01/27/14","transect"
"43651","W77.0658","N38.9476","12/16/12","Other"
"79612","W77.00175","N38.93851","08/24/96","Transect4"
"83026","W77.06066","N38.93754","06/29/11",NA
"206614","W77.00643","N38.90601","06/03/11","N/A"
"185638","W77.02513","N38.91135","10/20/94","transect"
"12271","W77.00689","N38.95572","04/07/19","nontransect"
"143434","W77.02793","N38.92214","03/07/15","otehr"
"55436","W77.00206","N38.94469","12/27/12",""
"6721","W77.05926","N38.95705","11/20/19","Other"
"95957","W77.03993","N38.93426","09/27/13","other"
"126931","W77.01438","N38.92638","01/22/20","N/A"
"198226","W77.05786","N38.90808","10/29/89","transect"
"24882","W77.03604","N38.95245","11/13/07","transect4"
"206247","W77.06362","N38.90601","04/10/14",""
"69907","W77.03682","N38.94093","07/02/11","N/A"
"124912","W77.03354","N38.92687","05/13/18","random"
"32292","W77.06315","N38.95051","06/13/10",""
"197524","W77.01952","N38.90832","10/17/17",""
"95878","W77.05225","N38.93426","09/30/11",""
"179848","W77.04102","N38.9128","09/24/11","Other"
"210152","W77.04601","N38.90504","03/18/16","Other"
"66493","W77.05178","N38.94178","06/18/88","Transect3"
"204050","W77.03666","N38.90662","05/06/16","random"
"81325","W77.03027","N38.93802","02/13/18",NA
"30524","W77.04321","N38.95099","08/11/82","transect"
"93043","W77.05084","N38.93499","04/05/15",NA
"110836","W77.0111","N38.93051","04/04/20","Other"
"60634","W77.00456","N38.94336","03/28/18",NA
"86140","W77.01858","N38.93681","11/13/16",NA
"145881","W77.01593","N38.92154","12/17/10","N/A"
"2770","W77.03541","N38.94324","11/25/16","transect"
"16809","W77.03838","N38.95451","11/19/17",""
"109665","W77.04586","N38.93075","06/28/18","random"
"88022","W77.03043","N38.95657","03/07/10","otehr"
"127195","W77.0471","N38.92626","11/28/13","nontransect"
"99634","W77.05786","N38.9333","08/21/12","other"
"582","W77.00144","N38.95245","10/22/15","transect"
"206245","W77.06393","N38.90601","11/30/11","other"
"2337","W77.01874","N38.9459","10/17/19","transect"
"100664","W77.04508","N38.93305","06/27/83","transect"
"10369","W77.02669","N38.90953","09/20/12","transect"
"182052","W77.06689","N38.9122","11/01/18","random"
"122010","W77.04258","N38.9276","10/23/17","random"
"130841","W77.06986","N38.92529","05/31/15","other"
"86626","W77.01671","N38.93669","03/20/15","nontransect"
"12323","W76.99879","N38.95572","04/06/10","Other"
"149880","W77.05754","N38.92044","03/11/14","random"
"143759","W77.05115","N38.92202","08/13/03","Transect"
"7957","W77.04554","N38.92044","06/08/11","transect"
"94702","W77.01391","N38.93463","04/29/10","other"
"58148","W77.02264","N38.94396","08/01/16",NA
"202788","W77.01173","N38.90698","02/21/19","Other"
"214409","W77.04741","N38.90395","10/18/14","nontransect"
"4222","W77.03432","N38.93645","10/03/18","transect"
"111163","W77.03401","N38.93039","01/14/10","nontransect"
"187789","W77.05926","N38.91074","07/21/13","N/A"
"147918","W77.06783","N38.92093","05/16/18","Other"
"112198","W77.02045","N38.93014","04/21/14","otehr"
"135554","W77.00019","N38.9242","02/18/20","random"
"88162","W76.99895","N38.93633","08/03/14",""
"11827","W77.00222","N38.95584","03/19/19",""
"102206","W77.02638","N38.93269","02/11/96","Transect5"
"148966","W77.05225","N38.92069","05/11/01","transect"
"23902","W77.04102","N38.95269","12/28/86","Transect"
"172755","W77.03838","N38.91462","02/03/18","opportunistic"
"122328","W77.06689","N38.92748","12/26/17",""
"13463","W77.04274","N38.95536","01/12/13","Other"
"105008","W77.03292","N38.93196","05/23/82","transect"
"77167","W77.01344","N38.93911","10/02/14",""
"75707","W77.01936","N38.93948","05/11/12","otehr"
"148163","W77.02965","N38.92093","04/09/15","opportunistic"
"216728","W77.05536","N38.90335","02/04/18",""
"44694","W77.051","N38.94736","03/08/16","other"
"67840","W77.06347","N38.94142","01/02/17","random"
"424","W77.00128","N38.95305","03/10/19","transect"
"24120","W77.00705","N38.95269","01/15/14",NA
"115928","W77.03012","N38.92917","07/09/19","other"
"9374","W77.01515","N38.95645","10/14/92","transect"
"165745","W77.02279","N38.91644","08/18/84","transect"
"183054","W77.05848","N38.91196","05/14/13","opportunistic"
"7025","W77.0404","N38.92481","11/21/12","transect"
"169737","W77.06549","N38.91535","06/12/95","transect"
"114664","W77.00549","N38.92954","02/21/03","transect"
"94969","W77.04617","N38.93451","12/04/14",NA
"187164","W77.00892","N38.91099","01/20/81","transect"
"50743","W77.06861","N38.94578","06/22/17",""
"194141","W77.02965","N38.90917","02/09/17",""
"63235","W77.04243","N38.94263","09/04/19","opportunistic"
"175808","W77.0058","N38.9139","07/27/12","nontransect"
"66452","W77.05817","N38.94178","03/01/09","transect"
"69685","W77.07141","N38.94093","12/09/13","nontransect"
"69684","W77.07157","N38.94093","08/10/19","otehr"
"73354","W77.01671","N38.94008","08/15/12",""
"147998","W77.05536","N38.92093","10/03/08","transect"
"175841","W77.00066","N38.9139","10/11/15","random"
"193042","W77.05318","N38.90941","02/03/17","random"
"114649","W77.00783","N38.92954","07/12/17","nontransect"
"10499","W77.0256","N38.90868","06/30/14","transect"
"7044","W77.01001","N38.92481","11/06/17","Transect4"
"90364","W77.02513","N38.93572","03/10/12","N/A"
"8846","W77.05427","N38.91608","09/30/13","transect"
"55955","W77.06892","N38.94445","09/12/15","Other"
"115455","W77.02996","N38.92929","06/29/11",NA
"157776","W77.00892","N38.9185","06/03/11","N/A"
"44532","W77.00238","N38.94748","01/26/11",""
"2424","W77.00923","N38.94542","01/22/12","transect"
"137879","W77.00721","N38.9236","03/07/15","otehr"
"9892","W77.05583","N38.91208","03/31/13","transect"
"40877","W77.05489","N38.94833","11/20/19","Other"
"5130","W77.02669","N38.93269","10/15/12","transect"
"25363","W77.03495","N38.95233","01/22/20","N/A"
"191682","W77.04352","N38.90977","08/04/15","random"
"164230","W77.03728","N38.91681","06/11/19",NA
"5843","W77.04804","N38.9299","07/06/14","transect"
"175003","W77.05739","N38.91402","07/02/11","N/A"
"35518","W77.00362","N38.94978","05/13/18","random"
"37895","W77.00253","N38.94917","01/01/91","transect"
"68542","W77.03853","N38.95705","10/17/17",""
"2761","W77.01251","N38.94336","07/05/11","transect"
"102571","W77.04336","N38.93257","09/24/11","Other"
"82014","W77.07063","N38.93778","03/18/16","Other"
"18753","W77.03089","N38.95402","05/01/19",""
"192882","W77.00425","N38.90953","05/06/16","random"
"157374","W77.07157","N38.9185","02/13/18",NA
"61990","W77.01484","N38.94299","04/15/15",""
"28515","W77.06082","N38.95148","04/05/15",NA
"120394","W76.99895","N38.92808","04/04/20","Other"
"30542","W77.0404","N38.95099","04/09/82","transect"
"128878","W77.00643","N38.9259","11/13/16",NA
"91526","W77.06565","N38.93536","12/17/10","N/A"
"16457","W77.01936","N38.95463","02/22/10","otehr"
"65766","W77.01734","N38.94202","11/19/17",""
"33252","W77.06128","N38.95026","06/28/18","random"
"18575","W77.05863","N38.95402","03/07/10","otehr"
"141175","W77.01064","N38.92275","11/28/13","nontransect"
"180344","W77.0376","N38.91268","08/21/12","other"
"31163","W77.01749","N38.95087","11/26/10","otehr"
"169145","W77.01001","N38.91559","09/05/88","transect"
"148699","W77.01999","N38.92081","06/05/18","N/A"
"8737","W77.04056","N38.95657","09/28/19",NA
"103304","W77.003","N38.93245","12/25/15","random"
"73411","W77.03651","N38.95693","11/01/18","random"
"7139","W77.06799","N38.95693","10/23/17","random"
"2914","W77.01593","N38.94251","09/28/15","transect"
"8781","W77.03012","N38.91644","06/04/12","transect"
"142495","W77.02653","N38.92238","04/06/10","Other"
"39417","W77.06082","N38.94869","03/11/14","random"
"172798","W77.03167","N38.91462","11/23/10","Other"
"9715","W77.03588","N38.95632","02/06/18","opportunistic"
"87865","W77.04523","N38.93633","03/02/02","transect"
"143284","W77.05131","N38.92214","08/01/16",NA
"393","W77.00923","N38.95305","02/22/19","transect"
"31861","W77.05645","N38.95063","10/18/14","nontransect"
"206431","W77.03495","N38.90601","12/23/11","otehr"
"147410","W76.99926","N38.92117","01/14/10","nontransect"
"179809","W77.0471","N38.9128","07/21/13","N/A"
"107836","W77.03541","N38.93123","05/16/18","Other"
"202409","W77.07079","N38.90698","01/10/86","transect"
"69364","W77.04757","N38.94105","02/18/20","random"
"4279","W77.04243","N38.9362","04/15/19","transect"
