"","Longitude","Latitude","Date","Survey_Type"
"169870","77°2.69'W","38°54.92'N","06-Oct-09","transect_2"
"122675","77°0.77'W","38°55.65'N","13-Oct-09","Transect4"
"115764","77°3.34'W","38°55.75'N","16-Oct-09","Transect"
"55053","77°3.71'W","38°56.68'N","17-Oct-09","transect"
"99719","77°2.68'W","38°56'N","27-Oct-09","transect"
"43201","77°3.72'W","38°56.86'N","30-Oct-09","transect"
"216007","77°1.2'W","38°54.22'N","24-Nov-09","transect"
"214412","77°2.82'W","38°54.24'N","28-Nov-09","transect3"
"190972","77°0.39'W","38°54.6'N","29-Nov-09","transect_2"
"84618","77°2.05'W","38°56.23'N","04-Dec-09","transect"
"117325","77°2.04'W","38°55.73'N","19-Dec-09","transect"
"99517","77°0.13'W","38°56'N","21-Dec-09","Transect"
"191360","77°1.19'W","38°54.59'N","22-Dec-09","transect"
"214158","77°0.76'W","38°54.24'N","24-Dec-09","transect3"
"72304","77°1.96'W","38°56.42'N","29-Dec-09","TRANSECT"
"1280","77°1.1'W","38°57.01'N","05-Jan-10","transect"
"2652","77°1.13'W","38°56.64'N","11-Jan-10","transect"
"124556","77°0.91'W","38°55.62'N","14-Jan-10","nontransect"
"120322","77°0.61'W","38°55.68'N","14-Jan-10","nontransect"
"216399","77°1.97'W","38°54.21'N","14-Jan-10","nontransect"
"46974","77°3.9'W","38°56.81'N","14-Jan-10","nontransect"
"110754","77°1.43'W","38°55.83'N","14-Jan-10","nontransect"
"104570","77°1.64'W","38°55.92'N","14-Jan-10","nontransect"
"2141","77°2.06'W","38°57.5'N","14-Jan-10","nontransect"
"48368","77°4.16'W","38°56.78'N","14-Jan-10","nontransect"
"163462","77°0.55'W","38°55.02'N","14-Jan-10","nontransect"
"216667","77°3.89'W","38°54.2'N","14-Jan-10","nontransect"
"203349","77°4.32'W","38°54.4'N","14-Jan-10","nontransect"
"154428","77°0.82'W","38°55.16'N","14-Jan-10","nontransect"
"176842","77°3.98'W","38°54.81'N","14-Jan-10","nontransect"
"61529","77°0.77'W","38°56.59'N","14-Jan-10","nontransect"
"135449","77°0.99'W","38°55.45'N","14-Jan-10","nontransect"
"120872","77°4.33'W","38°55.67'N","14-Jan-10","nontransect"
"67388","77°3.6'W","38°56.49'N","14-Jan-10","nontransect"
"142013","77°1.67'W","38°55.35'N","14-Jan-10","nontransect"
"193933","77°3.72'W","38°54.55'N","14-Jan-10","nontransect"
"90146","77°3.55'W","38°56.14'N","14-Jan-10","nontransect"
"92323","77°0.92'W","38°56.11'N","14-Jan-10","nontransect"
"103027","77°2.77'W","38°55.95'N","14-Jan-10","nontransect"
"14812","77°3.25'W","38°57.3'N","14-Jan-10","nontransect"
"72248","77°2.48'W","38°56.42'N","14-Jan-10","nontransect"
"60502","77°1.51'W","38°56.6'N","14-Jan-10","nontransect"
"133832","77°2.82'W","38°55.47'N","14-Jan-10","nontransect"
"86531","77°1.89'W","38°56.2'N","14-Jan-10","nontransect"
"68836","77°3.36'W","38°56.47'N","14-Jan-10","nontransect"
"124974","77°1.43'W","38°55.61'N","14-Jan-10","nontransect"
"121985","77°2.79'W","38°55.66'N","14-Jan-10","nontransect"
"52718","77°3.38'W","38°56.72'N","14-Jan-10","nontransect"
"193067","77°2.96'W","38°54.56'N","14-Jan-10","nontransect"
"170050","77°1'W","38°54.92'N","14-Jan-10","nontransect"
"25783","77°2.6'W","38°57.13'N","14-Jan-10","nontransect"
"6399","77°2.13'W","38°57.43'N","14-Jan-10","nontransect"
"138891","77°4.27'W","38°55.39'N","14-Jan-10","nontransect"
"16830","77°2.11'W","38°57.27'N","14-Jan-10","nontransect"
"25951","77°1.03'W","38°57.13'N","14-Jan-10","nontransect"
"69605","77°0.6'W","38°56.46'N","14-Jan-10","nontransect"
"67187","77°1.05'W","38°56.5'N","14-Jan-10","nontransect"
"183349","77°0.75'W","38°54.72'N","14-Jan-10","nontransect"
"31728","77°0.2'W","38°57.04'N","14-Jan-10","nontransect"
"50118","77°1.1'W","38°56.76'N","14-Jan-10","nontransect"
"98866","77°1.79'W","38°56.01'N","14-Jan-10","nontransect"
"176356","77°4.09'W","38°54.82'N","14-Jan-10","nontransect"
"142023","77°1.57'W","38°55.35'N","14-Jan-10","nontransect"
"205536","77°1.6'W","38°54.38'N","14-Jan-10","nontransect"
"204005","77°2.62'W","38°54.4'N","14-Jan-10","nontransect"
"128572","77°3.25'W","38°55.55'N","14-Jan-10","nontransect"
"62509","77°0.47'W","38°56.57'N","14-Jan-10","nontransect"
"191929","77°0.3'W","38°54.59'N","14-Jan-10","nontransect"
"149099","77°1.89'W","38°55.24'N","14-Jan-10","nontransect"
"54689","77°2.68'W","38°56.69'N","14-Jan-10","nontransect"
"124545","77°1.01'W","38°55.62'N","14-Jan-10","nontransect"
"109152","77°3.12'W","38°55.85'N","14-Jan-10","nontransect"
"98590","76°59.94'W","38°56.02'N","14-Jan-10","nontransect"
"116535","77°0.56'W","38°55.74'N","14-Jan-10","nontransect"
"118175","77°2.96'W","38°55.71'N","14-Jan-10","nontransect"
"202842","77°0.2'W","38°54.42'N","14-Jan-10","nontransect"
"27401","77°0.77'W","38°57.11'N","14-Jan-10","nontransect"
"26567","77°4.14'W","38°57.12'N","14-Jan-10","nontransect"
"117336","77°1.94'W","38°55.73'N","14-Jan-10","nontransect"
"167254","77°0.55'W","38°54.96'N","14-Jan-10","nontransect"
"94207","77°1.03'W","38°56.08'N","14-Jan-10","nontransect"
"50227","77°0.08'W","38°56.76'N","14-Jan-10","nontransect"
"103255","77°0.64'W","38°55.95'N","14-Jan-10","nontransect"
"44251","77°2.77'W","38°56.85'N","14-Jan-10","nontransect"
"209911","77°0.58'W","38°54.31'N","14-Jan-10","nontransect"
"129040","77°3.3'W","38°55.55'N","14-Jan-10","nontransect"
"151455","77°2.02'W","38°55.2'N","14-Jan-10","nontransect"
"26481","77°0.51'W","38°57.12'N","14-Jan-10","nontransect"
"113767","77°4.28'W","38°55.78'N","14-Jan-10","nontransect"
"97666","77°4.14'W","38°56.03'N","14-Jan-10","nontransect"
"186974","77°2.31'W","38°54.66'N","14-Jan-10","nontransect"
"148059","77°2.75'W","38°55.26'N","14-Jan-10","nontransect"
"172801","77°1.87'W","38°54.88'N","14-Jan-10","nontransect"
"28438","76°59.94'W","38°57.1'N","14-Jan-10","nontransect"
"204276","77°0.09'W","38°54.4'N","14-Jan-10","nontransect"
"177363","77°3.54'W","38°54.8'N","14-Jan-10","nontransect"
"113529","77°2.08'W","38°55.79'N","14-Jan-10","nontransect"
"185983","77°2.71'W","38°54.67'N","14-Jan-10","nontransect"
"196882","77°2.74'W","38°54.51'N","14-Jan-10","nontransect"
"25805","77°2.4'W","38°57.13'N","14-Jan-10","nontransect"
"44122","77°3.98'W","38°56.85'N","14-Jan-10","nontransect"
"89201","77°0.72'W","38°57.39'N","14-Jan-10","nontransect"
"195780","77°4.18'W","38°54.52'N","14-Jan-10","nontransect"
"2967","77°0.53'W","38°56.54'N","18-Jan-10","transect"
"2130","77°1.11'W","38°56.81'N","22-Jan-10","transect"
"109799","77°1.5'W","38°55.84'N","23-Jan-10","random"
"25290","77°2.78'W","38°57.14'N","23-Jan-10","random"
"14239","77°4.17'W","38°57.31'N","23-Jan-10","random"
"36286","77°1.9'W","38°56.97'N","23-Jan-10","random"
"96453","77°2.19'W","38°56.05'N","23-Jan-10","random"
"18510","77°4.13'W","38°57.24'N","23-Jan-10","random"
"96142","77°0.67'W","38°56.06'N","23-Jan-10","random"
"18671","77°2.62'W","38°57.24'N","23-Jan-10","random"
"15995","77°1.05'W","38°57.28'N","23-Jan-10","random"
"69741","77°3.76'W","38°56.46'N","23-Jan-10","random"
"123704","77°0.01'W","38°55.63'N","23-Jan-10","random"
"186448","77°2.8'W","38°54.67'N","23-Jan-10","random"
"171752","77°2.82'W","38°54.89'N","23-Jan-10","random"
"205473","77°2.19'W","38°54.38'N","23-Jan-10","random"
"52499","77°0.99'W","38°56.73'N","23-Jan-10","random"
"14771","77°3.63'W","38°57.3'N","23-Jan-10","random"
"17749","77°2.38'W","38°57.26'N","23-Jan-10","random"
"161833","77°2.49'W","38°55.04'N","23-Jan-10","random"
"192067","77°3.44'W","38°54.58'N","23-Jan-10","random"
"185942","77°3.1'W","38°54.67'N","23-Jan-10","random"
"12357","77°4.04'W","38°57.34'N","23-Jan-10","random"
"16639","77°3.89'W","38°57.27'N","23-Jan-10","random"
"130357","77°4.28'W","38°55.52'N","23-Jan-10","random"
"61875","77°1.97'W","38°56.58'N","23-Jan-10","random"
"26314","77°2.07'W","38°57.12'N","23-Jan-10","random"
"138759","77°1.07'W","38°55.4'N","23-Jan-10","random"
"135919","77°1.03'W","38°55.44'N","23-Jan-10","random"
"171892","77°1.51'W","38°54.89'N","23-Jan-10","random"
"32859","77°2.92'W","38°57.02'N","23-Jan-10","random"
"61934","77°1.41'W","38°56.58'N","23-Jan-10","random"
"205882","77°2.8'W","38°54.37'N","23-Jan-10","random"
"162601","77°4.17'W","38°55.03'N","23-Jan-10","random"
"52359","77°2.3'W","38°56.73'N","23-Jan-10","random"
"189669","77°3.71'W","38°54.62'N","23-Jan-10","random"
"37022","77°3.88'W","38°56.96'N","23-Jan-10","random"
"73587","77°3.26'W","38°56.4'N","23-Jan-10","random"
"37517","77°3.69'W","38°56.95'N","23-Jan-10","random"
"65224","77°1.68'W","38°56.53'N","23-Jan-10","random"
"78246","77°4.01'W","38°56.33'N","23-Jan-10","random"
"53157","77°3.71'W","38°56.71'N","23-Jan-10","random"
"186667","77°0.75'W","38°54.67'N","23-Jan-10","random"
"29049","77°3.09'W","38°57.08'N","23-Jan-10","random"
"73407","77°0.51'W","38°56.41'N","23-Jan-10","random"
"128961","77°4.04'W","38°55.55'N","23-Jan-10","random"
"131929","77°2.88'W","38°55.5'N","23-Jan-10","random"
"69504","77°1.55'W","38°56.46'N","23-Jan-10","random"
"172991","77°0.1'W","38°54.88'N","23-Jan-10","random"
"179954","77°1.47'W","38°54.77'N","23-Jan-10","random"
"197878","77°2.29'W","38°54.49'N","23-Jan-10","random"
"88046","77°1.02'W","38°56.18'N","23-Jan-10","random"
"134304","77°2.84'W","38°55.47'N","23-Jan-10","random"
"55457","76°59.93'W","38°56.68'N","23-Jan-10","random"
"38871","77°4.32'W","38°56.93'N","23-Jan-10","random"
"118800","77°1.55'W","38°55.71'N","23-Jan-10","random"
"69387","77°2.64'W","38°56.46'N","23-Jan-10","random"
"139307","77°0.38'W","38°55.39'N","23-Jan-10","random"
"21383","77°3.85'W","38°57.2'N","23-Jan-10","random"
"109199","77°2.68'W","38°55.85'N","23-Jan-10","random"
"129160","77°2.18'W","38°55.55'N","23-Jan-10","random"
"135617","77°3.85'W","38°55.44'N","23-Jan-10","random"
"61641","77°4.15'W","38°56.58'N","23-Jan-10","random"
"211863","77°0.06'W","38°54.28'N","23-Jan-10","random"
"153872","77°1.58'W","38°55.17'N","23-Jan-10","random"
"98239","77°3.22'W","38°56.02'N","23-Jan-10","random"
"124963","77°1.54'W","38°55.61'N","23-Jan-10","random"
"189155","77°4.08'W","38°54.62'N","23-Jan-10","random"
"154219","77°2.77'W","38°55.16'N","23-Jan-10","random"
"6617","77°0.1'W","38°57.43'N","23-Jan-10","random"
"67031","77°2.51'W","38°56.5'N","23-Jan-10","random"
"26345","77°1.78'W","38°57.12'N","23-Jan-10","random"
"50087","77°1.39'W","38°56.76'N","23-Jan-10","random"
"87192","77°0.14'W","38°56.19'N","23-Jan-10","random"
"76026","77°2.61'W","38°56.36'N","23-Jan-10","random"
"191433","77°0.51'W","38°54.59'N","23-Jan-10","random"
"37791","77°1.12'W","38°56.95'N","23-Jan-10","random"
"45077","77°3.91'W","38°56.83'N","23-Jan-10","random"
"85991","77°2.51'W","38°56.21'N","23-Jan-10","random"
"34890","77°1.66'W","38°56.99'N","23-Jan-10","random"
"217289","77°2.51'W","38°54.19'N","23-Jan-10","random"
"43586","77°0.12'W","38°56.86'N","23-Jan-10","random"
"16086","77°0.2'W","38°57.28'N","23-Jan-10","random"
"211931","77°3.85'W","38°54.27'N","23-Jan-10","random"
"29913","77°3.87'W","38°57.07'N","23-Jan-10","random"
"16390","77°1.79'W","38°57.28'N","23-Jan-10","random"
"209","77°2.4'W","38°57.52'N","23-Jan-10","random"
"102962","77°3.38'W","38°55.95'N","23-Jan-10","random"
"155364","77°0.93'W","38°55.15'N","23-Jan-10","random"
"178382","77°2.87'W","38°54.79'N","23-Jan-10","random"
"2261","77°0.88'W","38°56.78'N","28-Jan-10","transect"
"7327","77°1.87'W","38°55.42'N","04-Feb-10","transect"
"8418","77°3.3'W","38°55.09'N","07-Feb-10","transect"
"10500","77°1.44'W","38°54.52'N","08-Feb-10","transect"
"10892","77°1.43'W","38°54.4'N","15-Feb-10","transect"
"318","77°1.55'W","38°57.24'N","16-Feb-10","transect"
"1078","77°0.91'W","38°57.04'N","18-Feb-10","transect"
"58501","77°2.49'W","38°56.63'N","22-Feb-10","otehr"
"184555","77°2.77'W","38°54.7'N","22-Feb-10","otehr"
"24665","77°4.19'W","38°57.15'N","22-Feb-10","otehr"
"119541","77°3.48'W","38°55.69'N","22-Feb-10","otehr"
"40167","77°1.07'W","38°56.91'N","22-Feb-10","otehr"
"128915","77°0.04'W","38°55.55'N","22-Feb-10","otehr"
"124647","77°0.06'W","38°55.62'N","22-Feb-10","otehr"
"63141","77°2.93'W","38°57.43'N","22-Feb-10","otehr"
"155171","77°2.73'W","38°55.15'N","22-Feb-10","otehr"
"71618","77°3.94'W","38°56.43'N","22-Feb-10","otehr"
"150754","77°4.14'W","38°55.21'N","22-Feb-10","otehr"
"119825","77°0.83'W","38°55.69'N","22-Feb-10","otehr"
"181518","77°0.14'W","38°54.75'N","22-Feb-10","otehr"
"141297","77°3.93'W","38°55.36'N","22-Feb-10","otehr"
"18643","77°2.88'W","38°57.24'N","22-Feb-10","otehr"
"51186","76°59.97'W","38°56.75'N","22-Feb-10","otehr"
"183880","77°0.22'W","38°54.71'N","22-Feb-10","otehr"
"188765","77°3.29'W","38°54.63'N","22-Feb-10","otehr"
"136177","77°3.05'W","38°55.44'N","22-Feb-10","otehr"
"15048","77°1.04'W","38°57.3'N","22-Feb-10","otehr"
"36415","77°0.69'W","38°56.97'N","22-Feb-10","otehr"
"76977","77°2.58'W","38°56.35'N","22-Feb-10","otehr"
"171941","77°1.05'W","38°54.89'N","22-Feb-10","otehr"
"19600","77°2.8'W","38°57.23'N","22-Feb-10","otehr"
"42165","77°0.11'W","38°56.88'N","22-Feb-10","otehr"
"65951","77°0.3'W","38°57.43'N","22-Feb-10","otehr"
"26868","77°1.32'W","38°57.12'N","22-Feb-10","otehr"
"75669","77°1.52'W","38°56.37'N","22-Feb-10","otehr"
"155517","77°3.93'W","38°55.14'N","22-Feb-10","otehr"
"86624","77°1.02'W","38°56.2'N","22-Feb-10","otehr"
"78202","77°2.14'W","38°57.41'N","22-Feb-10","otehr"
"135637","77°3.67'W","38°55.44'N","22-Feb-10","otehr"
"85458","77°3.06'W","38°56.22'N","22-Feb-10","otehr"
"128318","77°1.19'W","38°55.56'N","22-Feb-10","otehr"
"34851","77°2.02'W","38°56.99'N","22-Feb-10","otehr"
"14443","77°2.27'W","38°57.31'N","22-Feb-10","otehr"
"113451","77°0.21'W","38°57.36'N","22-Feb-10","otehr"
"26173","77°3.39'W","38°57.12'N","22-Feb-10","otehr"
"158210","77°0.91'W","38°55.1'N","22-Feb-10","otehr"
"165730","77°1.51'W","38°54.99'N","22-Feb-10","otehr"
"105215","77°0.04'W","38°55.92'N","22-Feb-10","otehr"
"213532","77°2.18'W","38°54.25'N","22-Feb-10","otehr"
"200696","77°2.54'W","38°54.45'N","22-Feb-10","otehr"
"161730","77°3.45'W","38°55.04'N","22-Feb-10","otehr"
"10364","77°3.53'W","38°57.51'N","22-Feb-10","otehr"
"193135","77°2.32'W","38°54.56'N","22-Feb-10","otehr"
"16751","77°2.84'W","38°57.27'N","22-Feb-10","otehr"
"87501","77°2.31'W","38°57.39'N","22-Feb-10","otehr"
"16721","77°3.13'W","38°57.27'N","22-Feb-10","otehr"
"46699","77°2.04'W","38°56.81'N","22-Feb-10","otehr"
"84531","77°2.86'W","38°56.23'N","22-Feb-10","otehr"
"126465","77°0.79'W","38°55.59'N","22-Feb-10","otehr"
"53207","77°3.24'W","38°56.71'N","22-Feb-10","otehr"
"49161","77°1.18'W","38°56.78'N","22-Feb-10","otehr"
"115469","77°1.67'W","38°55.76'N","22-Feb-10","otehr"
"98121","77°4.32'W","38°56.02'N","22-Feb-10","otehr"
"79709","77°3.63'W","38°56.3'N","22-Feb-10","otehr"
"206244","77°3.85'W","38°54.36'N","22-Feb-10","otehr"
"17049","77°0.06'W","38°57.27'N","22-Feb-10","otehr"
"64120","77°3.13'W","38°56.54'N","22-Feb-10","otehr"
"61791","77°2.75'W","38°56.58'N","22-Feb-10","otehr"
"11397","77°4.15'W","38°57.35'N","22-Feb-10","otehr"
"74148","77°2.44'W","38°56.39'N","22-Feb-10","otehr"
"188842","77°2.57'W","38°54.63'N","22-Feb-10","otehr"
"7268","77°2.87'W","38°57.42'N","22-Feb-10","otehr"
"90653","77°3.24'W","38°56.14'N","22-Feb-10","otehr"
"145952","77°0.29'W","38°55.29'N","22-Feb-10","otehr"
"72630","77°3.34'W","38°56.41'N","22-Feb-10","otehr"
"39497","77°2.9'W","38°56.92'N","22-Feb-10","otehr"
"126352","77°1.84'W","38°55.59'N","22-Feb-10","otehr"
"73425","77°0.34'W","38°56.41'N","22-Feb-10","otehr"
"203899","77°3.61'W","38°54.4'N","22-Feb-10","otehr"
"167743","77°0.41'W","38°54.96'N","22-Feb-10","otehr"
"215822","77°2.93'W","38°54.22'N","22-Feb-10","otehr"
"108504","77°0.31'W","38°55.87'N","22-Feb-10","otehr"
"188918","77°1.86'W","38°54.63'N","22-Feb-10","otehr"
"116791","77°1.52'W","38°57.35'N","22-Feb-10","otehr"
"9105","77°3.42'W","38°57.39'N","22-Feb-10","otehr"
"95564","77°1.64'W","38°56.06'N","22-Feb-10","otehr"
"182514","77°4.13'W","38°54.72'N","22-Feb-10","otehr"
"56419","77°4.23'W","38°56.66'N","22-Feb-10","otehr"
"1806","77°0.75'W","38°56.9'N","28-Feb-10","transect"
"9073","77°1.48'W","38°54.93'N","01-Mar-10","transect"
"2191","77°0.75'W","38°56.8'N","01-Mar-10","transect"
"9678","77°1.84'W","38°54.8'N","05-Mar-10","transect"
"97718","77°3.66'W","38°56.03'N","07-Mar-10","otehr"
"106019","77°1.39'W","38°55.9'N","07-Mar-10","otehr"
"208788","77°2.22'W","38°54.32'N","07-Mar-10","otehr"
"18814","77°1.28'W","38°57.24'N","07-Mar-10","otehr"
"18409","77°0.64'W","38°57.25'N","07-Mar-10","otehr"
"209941","77°0.3'W","38°54.31'N","07-Mar-10","otehr"
"161812","77°2.69'W","38°55.04'N","07-Mar-10","otehr"
"193206","77°1.66'W","38°54.56'N","07-Mar-10","otehr"
"143784","77°2.84'W","38°55.32'N","07-Mar-10","otehr"
"28761","77°1.35'W","38°57.09'N","07-Mar-10","otehr"
"70148","76°59.96'W","38°56.46'N","07-Mar-10","otehr"
"107610","77°4.24'W","38°55.87'N","07-Mar-10","otehr"
"121140","77°1.83'W","38°55.67'N","07-Mar-10","otehr"
"117572","77°4.16'W","38°55.72'N","07-Mar-10","otehr"
"35865","77°1.4'W","38°56.98'N","07-Mar-10","otehr"
"120858","77°0.03'W","38°55.68'N","07-Mar-10","otehr"
"128924","76°59.96'W","38°55.55'N","07-Mar-10","otehr"
"161799","77°2.81'W","38°55.04'N","07-Mar-10","otehr"
"166157","77°1.95'W","38°54.98'N","07-Mar-10","otehr"
"118097","77°3.69'W","38°55.71'N","07-Mar-10","otehr"
"87160","77°0.44'W","38°56.19'N","07-Mar-10","otehr"
"147964","77°3.64'W","38°55.26'N","07-Mar-10","otehr"
"62909","77°1.16'W","38°56.57'N","07-Mar-10","otehr"
"156921","77°4.1'W","38°55.12'N","07-Mar-10","otehr"
"143235","77°3.54'W","38°55.33'N","07-Mar-10","otehr"
"16251","77°3.09'W","38°57.28'N","07-Mar-10","otehr"
"86762","77°4.16'W","38°56.19'N","07-Mar-10","otehr"
"70589","77°0.26'W","38°56.45'N","07-Mar-10","otehr"
"1885","77°0.02'W","38°57.5'N","07-Mar-10","otehr"
"148137","77°2.02'W","38°55.26'N","07-Mar-10","otehr"
"162108","76°59.92'W","38°55.04'N","07-Mar-10","otehr"
"17703","77°2.81'W","38°57.26'N","07-Mar-10","otehr"
"145648","77°3.13'W","38°55.29'N","07-Mar-10","otehr"
"86681","77°3.08'W","38°57.39'N","07-Mar-10","otehr"
"53855","77°1.61'W","38°56.7'N","07-Mar-10","otehr"
"88995","77°1.01'W","38°56.16'N","07-Mar-10","otehr"
"156545","77°3.18'W","38°55.12'N","07-Mar-10","otehr"
"113559","77°1.8'W","38°55.79'N","07-Mar-10","otehr"
"53002","77°0.72'W","38°56.72'N","07-Mar-10","otehr"
"6241","77°3.61'W","38°57.43'N","07-Mar-10","otehr"
"96121","77°0.86'W","38°56.06'N","07-Mar-10","otehr"
"15814","77°2.74'W","38°57.28'N","07-Mar-10","otehr"
"37825","77°0.81'W","38°56.95'N","07-Mar-10","otehr"
"61713","77°3.48'W","38°56.58'N","07-Mar-10","otehr"
"190110","77°4.01'W","38°54.61'N","07-Mar-10","otehr"
"175926","77°3.68'W","38°54.83'N","07-Mar-10","otehr"
"140709","77°0.56'W","38°55.37'N","07-Mar-10","otehr"
"127839","77°1.24'W","38°55.57'N","07-Mar-10","otehr"
"47627","77°2.23'W","38°56.8'N","07-Mar-10","otehr"
"192193","77°2.27'W","38°54.58'N","07-Mar-10","otehr"
"16902","77°1.84'W","38°57.5'N","07-Mar-10","otehr"
"164088","77°3.56'W","38°55.01'N","07-Mar-10","otehr"
"10148","77°1.6'W","38°54.65'N","07-Mar-10","transect"
"174183","77°2.25'W","38°54.86'N","07-Mar-10","otehr"
"83533","77°3.33'W","38°56.25'N","07-Mar-10","otehr"
"72027","77°0.11'W","38°56.43'N","07-Mar-10","otehr"
"147618","77°2.44'W","38°55.26'N","07-Mar-10","otehr"
"161980","77°1.11'W","38°55.04'N","07-Mar-10","otehr"
"120232","77°1.45'W","38°55.68'N","07-Mar-10","otehr"
"118402","77°0.83'W","38°55.71'N","07-Mar-10","otehr"
"21315","77°0.06'W","38°57.2'N","07-Mar-10","otehr"
"129986","77°3.32'W","38°55.53'N","07-Mar-10","otehr"
"116277","77°2.98'W","38°55.74'N","07-Mar-10","otehr"
"198824","77°2.31'W","38°54.48'N","07-Mar-10","otehr"
"111649","77°1.93'W","38°55.82'N","07-Mar-10","otehr"
"217147","77°3.84'W","38°54.19'N","07-Mar-10","otehr"
"91154","77°2.99'W","38°56.13'N","07-Mar-10","otehr"
"185628","77°1.6'W","38°54.68'N","07-Mar-10","otehr"
"45679","77°2.71'W","38°56.83'N","07-Mar-10","otehr"
"106237","77°3.78'W","38°55.9'N","07-Mar-10","otehr"
"213705","77°0.56'W","38°54.25'N","07-Mar-10","otehr"
"200222","77°2.54'W","38°54.46'N","07-Mar-10","otehr"
"28199","77°2.17'W","38°57.1'N","07-Mar-10","otehr"
"69366","77°2.84'W","38°56.46'N","07-Mar-10","otehr"
"55520","77°3.77'W","38°56.67'N","07-Mar-10","otehr"
"186864","77°3.34'W","38°54.66'N","07-Mar-10","otehr"
"77913","77°2.7'W","38°56.33'N","07-Mar-10","otehr"
"48058","77°2.63'W","38°56.79'N","07-Mar-10","otehr"
"115372","77°2.57'W","38°55.76'N","07-Mar-10","otehr"
"140623","77°1.37'W","38°55.37'N","07-Mar-10","otehr"
"153433","77°1.26'W","38°55.18'N","07-Mar-10","otehr"
"87593","77°0.83'W","38°56.19'N","07-Mar-10","otehr"
"123875","77°2.84'W","38°55.63'N","07-Mar-10","otehr"
"61860","77°2.11'W","38°56.58'N","07-Mar-10","otehr"
"16863","77°1.8'W","38°57.27'N","07-Mar-10","otehr"
"94497","77°2.75'W","38°56.08'N","07-Mar-10","otehr"
"199885","77°1.26'W","38°54.46'N","07-Mar-10","otehr"
"129449","77°3.91'W","38°55.54'N","07-Mar-10","otehr"
"213238","77°0.5'W","38°54.26'N","07-Mar-10","otehr"
"140324","77°4.16'W","38°55.37'N","07-Mar-10","otehr"
"38723","77°1.27'W","38°56.94'N","07-Mar-10","otehr"
"97229","77°3.8'W","38°56.03'N","07-Mar-10","otehr"
"55310","77°1.3'W","38°56.68'N","07-Mar-10","otehr"
"7790","77°1.34'W","38°55.28'N","11-Mar-10","transect"
"699","77°1.69'W","38°57.12'N","15-Mar-10","transect"
"9589","77°3.63'W","38°54.82'N","18-Mar-10","transect"
"7771","77°3.21'W","38°55.28'N","27-Mar-10","transect"
"10873","77°0.9'W","38°54.41'N","03-Apr-10","transect"
"2633","77°1.98'W","38°56.65'N","05-Apr-10","transect"
"116617","77°4.23'W","38°55.74'N","06-Apr-10","Other"
"86256","77°0.03'W","38°56.21'N","06-Apr-10","Other"
"204831","77°3.76'W","38°54.38'N","06-Apr-10","Other"
"97977","77°1.24'W","38°56.03'N","06-Apr-10","Other"
"3762","77°0.2'W","38°57.47'N","06-Apr-10","Other"
"189256","77°3.13'W","38°54.62'N","06-Apr-10","Other"
"116401","77°1.82'W","38°55.74'N","06-Apr-10","Other"
"188235","77°3.82'W","38°54.64'N","06-Apr-10","Other"
"136286","77°2.03'W","38°55.44'N","06-Apr-10","Other"
"141539","77°1.67'W","38°55.36'N","06-Apr-10","Other"
"183536","77°3.43'W","38°54.71'N","06-Apr-10","Other"
"152417","77°1.89'W","38°55.19'N","06-Apr-10","Other"
"35707","77°2.88'W","38°56.98'N","06-Apr-10","Other"
"52806","77°2.55'W","38°56.72'N","06-Apr-10","Other"
"68733","77°4.32'W","38°56.47'N","06-Apr-10","Other"
"206554","77°0.95'W","38°54.36'N","06-Apr-10","Other"
"182524","77°4.03'W","38°54.72'N","06-Apr-10","Other"
"127137","77°3.37'W","38°55.58'N","06-Apr-10","Other"
"110046","77°3.62'W","38°55.84'N","06-Apr-10","Other"
"194910","77°3.45'W","38°54.54'N","06-Apr-10","Other"
"200662","77°2.85'W","38°54.45'N","06-Apr-10","Other"
"206589","77°0.62'W","38°54.36'N","06-Apr-10","Other"
"2891","77°3.91'W","38°57.48'N","06-Apr-10","Other"
"174974","77°3.71'W","38°54.84'N","06-Apr-10","Other"
"216274","77°3.13'W","38°54.21'N","06-Apr-10","Other"
"60653","77°0.1'W","38°56.6'N","06-Apr-10","Other"
"111814","77°0.39'W","38°55.82'N","06-Apr-10","Other"
"23066","77°1.41'W","38°57.18'N","06-Apr-10","Other"
"30578","77°2.09'W","38°57.06'N","06-Apr-10","Other"
"183902","77°0.01'W","38°54.71'N","06-Apr-10","Other"
"127518","77°4.24'W","38°55.57'N","06-Apr-10","Other"
"55626","77°2.78'W","38°56.67'N","06-Apr-10","Other"
"10421","76°59.98'W","38°57.37'N","06-Apr-10","Other"
"144183","77°3.54'W","38°55.31'N","06-Apr-10","Other"
"161273","77°3.29'W","38°55.05'N","06-Apr-10","Other"
"167116","77°1.84'W","38°54.96'N","06-Apr-10","Other"
"91233","77°2.25'W","38°56.13'N","06-Apr-10","Other"
"98824","77°2.18'W","38°56.01'N","06-Apr-10","Other"
"117840","77°1.66'W","38°55.72'N","06-Apr-10","Other"
"187592","77°0.97'W","38°54.65'N","06-Apr-10","Other"
"30760","77°0.39'W","38°57.06'N","06-Apr-10","Other"
"195477","77°2.58'W","38°54.53'N","06-Apr-10","Other"
"95741","76°59.98'W","38°56.06'N","06-Apr-10","Other"
"147063","77°3.2'W","38°55.27'N","06-Apr-10","Other"
